,Title,URL,Rent,Min.Rent,Max.Rent,Unit.Label,Street.Address,Postal.Code,Amenities,Room.Count,lat,lng,accuracy,GoogleHumanReadable,Tract,GEOID10,NAMELSAD10,Opp_Area
1904,"The Sinclair, Chicago, IL",https://www.apartments.com/the-sinclair-chicago-il/vwyqs6f/,Call for Rent,,,2 Bed,1201 N La Salle Dr,60610,"24-hour concierge,9Ã_Ã_Â»-11Ã_Ã_Â» ceilings,Bicycle storage,Coffee bar,Demonstration kitchen,Electronic access control,Expansive dog run,Fitness club with yoga studio,Frameless glass shower door,GE stainless steel appliances,Glass tile backsplash,Grohe Concetto faucet,Kitchens designed by Mick De Giulio,Large windows overlooking Lake Michigan,Maple finished soft close cabinets,Nest programmable thermostats,Outdoor grills with private seating,Outdoor rooftop pool and spa,Plank flooring throughout apartments,Private balcony in select residences,Private physical therapy studio,Quartz counter tops,Resident lounge,State-of-the-art screening TV,Sun terrace with cabanas,Undermount sinks,Built in 2017,390 Units/35 Stories,Package Service,Community-Wide WiFi,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Security System,Bilingual,Concierge,On-Site Retail,Vision Impaired Accessible,Recycling,Renters Insurance Program,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Pet Care,Pet Play Area,Pet Washing Station,Parking Security,Elevator,Business Center,Clubhouse,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Storage Space,Disposal Chutes,Coffee Bar,Conference Room,Sundeck,Cabana,Grill,Fitness Center,Fitness Programs,Health Club Facility,Cardio Machines,Free Weights,Weight Machines,Pool,Bike Storage,Gameroom,Gaming Stations,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Trash Compactor,Storage Units,Double Vanities,Tub/Shower,Handrails,Surround Sound,Sprinkler System,Framed Mirrors,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Stainless Steel Appliances,Pantry,Island Kitchen,Eat-in Kitchen,Kitchen,Microwave,Oven,Range,Refrigerator,Freezer,Hardwood Floors,Views,Walk-In Closets,Linen Closet,Window Coverings,Accent Walls,Balcony,Deck,Barbecue/Grill",2 Bed,41.9039693,-87.632864,RANGE_INTERPOLATED,"1201 N LaSalle Dr, Chicago, IL 60610, USA",17031080202,17031080202,Census Tract 802.02,Yes
2342,"The Sinclair, Chicago, IL",https://www.apartments.com/the-sinclair-chicago-il/vwyqs6f/,Call for Rent,,,3 Bed,1201 N La Salle Dr,60610,"24-hour concierge,9Ã_Ã_Â»-11Ã_Ã_Â» ceilings,Bicycle storage,Coffee bar,Demonstration kitchen,Electronic access control,Expansive dog run,Fitness club with yoga studio,Frameless glass shower door,GE stainless steel appliances,Glass tile backsplash,Grohe Concetto faucet,Kitchens designed by Mick De Giulio,Large windows overlooking Lake Michigan,Maple finished soft close cabinets,Nest programmable thermostats,Outdoor grills with private seating,Outdoor rooftop pool and spa,Plank flooring throughout apartments,Private balcony in select residences,Private physical therapy studio,Quartz counter tops,Resident lounge,State-of-the-art screening TV,Sun terrace with cabanas,Undermount sinks,Built in 2017,390 Units/35 Stories,Package Service,Community-Wide WiFi,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Security System,Bilingual,Concierge,On-Site Retail,Vision Impaired Accessible,Recycling,Renters Insurance Program,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Pet Care,Pet Play Area,Pet Washing Station,Parking Security,Elevator,Business Center,Clubhouse,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Storage Space,Disposal Chutes,Coffee Bar,Conference Room,Sundeck,Cabana,Grill,Fitness Center,Fitness Programs,Health Club Facility,Cardio Machines,Free Weights,Weight Machines,Pool,Bike Storage,Gameroom,Gaming Stations,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Trash Compactor,Storage Units,Double Vanities,Tub/Shower,Handrails,Surround Sound,Sprinkler System,Framed Mirrors,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Stainless Steel Appliances,Pantry,Island Kitchen,Eat-in Kitchen,Kitchen,Microwave,Oven,Range,Refrigerator,Freezer,Hardwood Floors,Views,Walk-In Closets,Linen Closet,Window Coverings,Accent Walls,Balcony,Deck,Barbecue/Grill",3 Bed,41.9039693,-87.632864,RANGE_INTERPOLATED,"1201 N LaSalle Dr, Chicago, IL 60610, USA",17031080202,17031080202,Census Tract 802.02,Yes
2744,"The Sinclair, Chicago, IL",https://www.apartments.com/the-sinclair-chicago-il/vwyqs6f/,Call for Rent,,,4 Bed,1201 N La Salle Dr,60610,"24-hour concierge,9Ã_Ã_Â»-11Ã_Ã_Â» ceilings,Bicycle storage,Coffee bar,Demonstration kitchen,Electronic access control,Expansive dog run,Fitness club with yoga studio,Frameless glass shower door,GE stainless steel appliances,Glass tile backsplash,Grohe Concetto faucet,Kitchens designed by Mick De Giulio,Large windows overlooking Lake Michigan,Maple finished soft close cabinets,Nest programmable thermostats,Outdoor grills with private seating,Outdoor rooftop pool and spa,Plank flooring throughout apartments,Private balcony in select residences,Private physical therapy studio,Quartz counter tops,Resident lounge,State-of-the-art screening TV,Sun terrace with cabanas,Undermount sinks,Built in 2017,390 Units/35 Stories,Package Service,Community-Wide WiFi,Wi-Fi at Pool and Clubhouse,Controlled Access,Maintenance on site,Property Manager on Site,Security System,Bilingual,Concierge,On-Site Retail,Vision Impaired Accessible,Recycling,Renters Insurance Program,Dry Cleaning Service,Online Services,LEED Rating,Energy Star Certified,Planned Social Activities,Local Vet / Pet Store Discount,Pet Care,Pet Play Area,Pet Washing Station,Parking Security,Elevator,Business Center,Clubhouse,Lounge,Multi Use Room,Breakfast/Coffee Concierge,Storage Space,Disposal Chutes,Coffee Bar,Conference Room,Sundeck,Cabana,Grill,Fitness Center,Fitness Programs,Health Club Facility,Cardio Machines,Free Weights,Weight Machines,Pool,Bike Storage,Gameroom,Gaming Stations,High Speed Internet Access,Wi-Fi,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Trash Compactor,Storage Units,Double Vanities,Tub/Shower,Handrails,Surround Sound,Sprinkler System,Framed Mirrors,Wheelchair Accessible (Rooms),Dishwasher,Disposal,Ice Maker,Stainless Steel Appliances,Pantry,Island Kitchen,Eat-in Kitchen,Kitchen,Microwave,Oven,Range,Refrigerator,Freezer,Hardwood Floors,Views,Walk-In Closets,Linen Closet,Window Coverings,Accent Walls,Balcony,Deck,Barbecue/Grill",4 Bed,41.9039693,-87.632864,RANGE_INTERPOLATED,"1201 N LaSalle Dr, Chicago, IL 60610, USA",17031080202,17031080202,Census Tract 802.02,Yes
158,"1200 N Wells St, Chicago, IL",https://www.apartments.com/1200-n-wells-st-chicago-il/jtq51j5/,"$1,826","1,826","1,826",Studio,1200 N Wells St,60610,Washer/Dryer,Studio,41.9039579,-87.6347704,ROOFTOP,"1200 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
246,"1225 Old Town, Chicago, IL",https://www.apartments.com/1225-old-town-chicago-il/t2vmbjb/,"$1,747 - 2,542","1,747","2,542",Studio,1225 N Wells St,60610,"$500 Deposit,$25 Monthly Pet Rent,$500 Fee,2 Pet Limit,$250 Deposit,$25 Monthly Pet Rent,$250 Fee,100 lb Weight Limit,2 Pet Limit,Built in 2012,253 Units/16 Stories,Property Manager on Site,Pet Play Area,Breakfast/Coffee Concierge,Grill,Fitness Center,Pool,Media Center/Movie Theatre,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Handrails,Wheelchair Accessible (Rooms),Range,Walk-In Closets",Studio,41.9047391,-87.6341188,ROOFTOP,"1225 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
946,"1225 Old Town, Chicago, IL",https://www.apartments.com/1225-old-town-chicago-il/t2vmbjb/,"$2,154 - 3,588","2,154","3,588",1 Bed,1225 N Wells St,60610,"$500 Deposit,$25 Monthly Pet Rent,$500 Fee,2 Pet Limit,$250 Deposit,$25 Monthly Pet Rent,$250 Fee,100 lb Weight Limit,2 Pet Limit,Built in 2012,253 Units/16 Stories,Property Manager on Site,Pet Play Area,Breakfast/Coffee Concierge,Grill,Fitness Center,Pool,Media Center/Movie Theatre,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Handrails,Wheelchair Accessible (Rooms),Range,Walk-In Closets",1 Bed,41.9047391,-87.6341188,ROOFTOP,"1225 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
1633,"1225 Old Town, Chicago, IL",https://www.apartments.com/1225-old-town-chicago-il/t2vmbjb/,"$3,021 - 5,054","3,021","5,054",2 Bed,1225 N Wells St,60610,"$500 Deposit,$25 Monthly Pet Rent,$500 Fee,2 Pet Limit,$250 Deposit,$25 Monthly Pet Rent,$250 Fee,100 lb Weight Limit,2 Pet Limit,Built in 2012,253 Units/16 Stories,Property Manager on Site,Pet Play Area,Breakfast/Coffee Concierge,Grill,Fitness Center,Pool,Media Center/Movie Theatre,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Handrails,Wheelchair Accessible (Rooms),Range,Walk-In Closets",2 Bed,41.9047391,-87.6341188,ROOFTOP,"1225 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
1682,"1200 N Wells St, Chicago, IL",https://www.apartments.com/1200-n-wells-st-chicago-il/levqtpg/,"$3,584","3,584","3,584",2 Bed,1200 N Wells St,60610,Washer/Dryer,2 Bed,41.9039579,-87.6347704,ROOFTOP,"1200 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
1814,"1429 N Sedgwick St Unit 4N, Chicago, IL",https://www.apartments.com/1429-n-sedgwick-st-chicago-il/ld3bqdg/,"$2,800","2,800","2,800",Condo for Rent,1429 N Sedgwick St Unit 4N,60610,Washer/Dryer,2 Bed,41.90851,-87.638171,ROOFTOP,"1429 N Sedgwick St #4n, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2069,"1225 Old Town, Chicago, IL",https://www.apartments.com/1225-old-town-chicago-il/t2vmbjb/,"$4,665 - 5,746","4,665","5,746",3 Bed,1225 N Wells St,60610,"$500 Deposit,$25 Monthly Pet Rent,$500 Fee,2 Pet Limit,$250 Deposit,$25 Monthly Pet Rent,$250 Fee,100 lb Weight Limit,2 Pet Limit,Built in 2012,253 Units/16 Stories,Property Manager on Site,Pet Play Area,Breakfast/Coffee Concierge,Grill,Fitness Center,Pool,Media Center/Movie Theatre,High Speed Internet Access,Washer/Dryer,Air Conditioning,Heating,Smoke Free,Handrails,Wheelchair Accessible (Rooms),Range,Walk-In Closets",3 Bed,41.9047391,-87.6341188,ROOFTOP,"1225 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2234,"1219 N Wells St, Chicago, IL",https://www.apartments.com/1219-n-wells-st-chicago-il/w45pn6j/,"$4,657","4,657","4,657",Townhome for Rent,1219 N Wells St,60610,Washer/Dryer,3 Bed,41.9044536,-87.6340532,ROOFTOP,"1219 N Wells St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2280,"1501 N Sedgwick St Unit 4NF, Chicago, IL",https://www.apartments.com/1501-n-sedgwick-st-chicago-il/m5n27ch/,"$2,650","2,650","2,650",3 Bed,1501 N Sedgwick St Unit 4NF,60610,Laundry Facilities,3 Bed,41.909424,-87.6382497,ROOFTOP,"1501 N Sedgwick St #4nf, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2388,"1451 N North Park Avenue Unit A, Chicago, IL",https://www.apartments.com/1451-n-north-park-avenue-chicago-il/jkdtzt7/,"$4,500","4,500","4,500",3 Bed,1451 N North Park Avenue Unit A,60610,Washer/Dryer,3 Bed,41.90917,-87.636307,ROOFTOP,"1451 N North Park Avenue a, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2393,"1451 N North Park Avenue, Chicago, IL",https://www.apartments.com/1451-n-north-park-avenue-chicago-il/jr0jc17/,"$4,000","4,000","4,000",Townhome for Rent,1451 N North Park Avenue,60610,Washer/Dryer,3 Bed,41.90917,-87.636307,ROOFTOP,"1451 N North Park Avenue, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
2724,"210 W Scott St, Chicago, IL",https://www.apartments.com/210-w-scott-st-chicago-il/ehc0zbq/,"$5,300","5,300","5,300",Townhome for Rent,210 W Scott St,60610,Washer/Dryer,3 Bed,41.9050281,-87.6352941,ROOFTOP,"210 W Scott St, Chicago, IL 60610, USA",17031080300,17031080300,Census Tract 803,Yes
1587,"551 W North Ave Unit 207, Chicago, IL",https://www.apartments.com/551-w-north-ave-chicago-il/kn7hlb8/,"$2,239","2,239","2,239",2 Bed,551 W North Ave Unit 207,60610,"Laundry Facilities,Smoke Free,Wheelchair Accessible (Rooms)",2 Bed,41.910759,-87.6429689,ROOFTOP,"551 W North Ave #207, Chicago, IL 60610, USA",17031080400,17031080400,Census Tract 804,No
1831,"1418 N Mohawk St Unit 2N, Chicago, IL",https://www.apartments.com/1418-n-mohawk-st-chicago-il/tbem778/,"$2,500","2,500","2,500",2 Bed,1418 N Mohawk St Unit 2N,60610,Washer/Dryer,2 Bed,41.908188,-87.642492,ROOFTOP,"1418 N Mohawk St #2n, Chicago, IL 60610, USA",17031080400,17031080400,Census Tract 804,No
2122,"1406 N Cleveland Ave Unit 2, Chicago, IL",https://www.apartments.com/1406-n-cleveland-ave-chicago-il/tyxj059/,"$2,995","2,995","2,995",3 Bed,1406 N Cleveland Ave Unit 2,60610,"Washer/Dryer,Smoke Free",3 Bed,41.9078178,-87.6411924,ROOFTOP,"1406 N Cleveland Ave #2, Chicago, IL 60610, USA",17031080400,17031080400,Census Tract 804,No
46,"125 W Chestnut St Unit *, Chicago, IL",https://www.apartments.com/125-w-chestnut-st-chicago-il/gp0466z/,"$1,737","1,737","1,737",Studio,125 W Chestnut St Unit *,60610,Washer/Dryer,Studio,41.8979522,-87.6325157,RANGE_INTERPOLATED,"125 W Chestnut St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
71,"111 W Maple St Unit 1112, Chicago, IL",https://www.apartments.com/111-w-maple-st-chicago-il/bg2q2j9/,"$1,400","1,400","1,400",Studio,111 W Maple St Unit 1112,60610,"Furnished,Laundry Facilities,Smoke Free,Furnished",Studio,41.9015959,-87.6319125,ROOFTOP,"111 W Maple St #1112, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
77,"1122 N Clark St Unit #1902, Chicago, IL",https://www.apartments.com/1122-n-clark-st-chicago-il/ltkrqpg/,"$1,500","1,500","1,500",Studio,1122 N Clark St Unit #1902,60610,Laundry Facilities,Studio,41.9027159,-87.6318321,ROOFTOP,"1122 N Clark St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
86,"131 W Chestnut St Unit 1504, Chicago, IL",https://www.apartments.com/131-w-chestnut-st-chicago-il/gw1zdtw/,"$1,599","1,599","1,599",Studio,131 W Chestnut St Unit 1504,60610,Washer/Dryer,Studio,41.8979505,-87.6325942,ROOFTOP,"131 W Chestnut St #1504, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
91,"810 N LaSalle Dr, Chicago, IL",https://www.apartments.com/810-n-lasalle-dr-chicago-il/2mlbnjb/,"$1,635","1,635","1,635",Studio,810 N LaSalle Dr,60610,Washer/Dryer,Studio,41.8969434,-87.6330035,ROOFTOP,"810 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
125,"860 N Clark St, Chicago, IL",https://www.apartments.com/860-n-clark-st-chicago-il/kx89hl8/,"$1,624","1,624","1,624",Studio,860 N Clark St,60610,Washer/Dryer,Studio,41.8984728,-87.63175,ROOFTOP,"860 N Clark St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
129,"802 N LaSalle St, Chicago, IL",https://www.apartments.com/802-n-lasalle-st-chicago-il/rjs34m3/,"$1,783","1,783","1,783",Studio,802 N LaSalle St,60610,Washer/Dryer,Studio,41.8967646,-87.6330153,ROOFTOP,"802 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
135,"802 N LaSalle St, Chicago, IL",https://www.apartments.com/802-n-lasalle-st-chicago-il/44fz15h/,"$1,783","1,783","1,783",Studio,802 N LaSalle St,60610,Washer/Dryer,Studio,41.8967646,-87.6330153,ROOFTOP,"802 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
142,"802 N LaSalle St, Chicago, IL",https://www.apartments.com/802-n-lasalle-st-chicago-il/46j99pl/,"$1,783","1,783","1,783",Studio,802 N LaSalle St,60610,Washer/Dryer,Studio,41.8967646,-87.6330153,ROOFTOP,"802 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
152,"813 N LaSalle St, Chicago, IL",https://www.apartments.com/813-n-lasalle-st-chicago-il/ttxh3mc/,"$1,782","1,782","1,782",Studio,813 N LaSalle St,60610,Washer/Dryer,Studio,41.897158,-87.632315,ROOFTOP,"813 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
182,"806 N LaSalle St, Chicago, IL",https://www.apartments.com/806-n-lasalle-st-chicago-il/ktg6wh9/,"$1,800","1,800","1,800",Studio,806 N LaSalle St,60610,"Furnished,Washer/Dryer,Furnished",Studio,41.8968421,-87.6328098,RANGE_INTERPOLATED,"806 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
512,"Aurelien, Chicago, IL",https://www.apartments.com/aurelien-chicago-il/gzlnypw/,"$1,915 - 2,510","1,915","2,510",Studio,833 N Clark St,60610,"$450 Fee,2 Pet Limit,$300 Fee,2 Pet Limit,Built in 2017,368 Units/31 Stories,Air Conditioning,Heating,Wheelchair Accessible (Rooms),Range,Balcony",Studio,41.89773,-87.630905,ROOFTOP,"833 N Clark St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
571,"1120 N. LaSalle, Chicago, IL",https://www.apartments.com/1120-n-lasalle-chicago-il/ntkzdep/,"$1,480 - 1,599","1,480","1,599",Studio,1120 LaSalle Dr,60610,"24-Hour Door Staff,24-Hour Maintenance,Bicycle Storage,brand new kitchen,Breathtaking City And Lake Views,Bright Sunny Floor Plans,Business Center With Free Wi-Fi,Ceramic Tiled Baths,Close to Great Shopping,Close to Red Line Train,Convenient Loading Zone,countertops and lighting packages and other great features availabe,custom paint colors,Decorator Painting With Accent Colors,Dishwashers In Select Units,Floor To Ceiling Windows,Full Equipped Fitness Facility,Fully Sprinklered Building,Guest Parking,Individually Controlled Air Conditioning,Individually Controlled Heat,Large Closets,Luxurious Plush Carpeting,Management Office Open 7 Days,Microwaves,Modern Kitchens With Breakfast Bars,new blinds,On-Line Rental Payment System,On-Site Laundry Room,Open floorplans,Open Kitchen Layouts,Personal Storage Space,Private Balconies,Receiving Room For Deliveries,Reserve Resident Parking,Resident Referral Program,Separate Dining Rooms,Steps to Lake Michigan,Swimming Pool With Sundeck,track lighting,updated appliances,updated bathroom,Updated Light Fixtures,Vanities With Mirrored Medicine Cabinets,Video Security System,Window Treatments,20 lb Weight Limit,2 Pet Limit,Built in 1981,260 Units/20 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Security System,Doorman,24 Hour Availability,Dry Cleaning Service,Laundry Service,Elevator,Business Center,Storage Space,Sundeck,Fitness Center,Cardio Machines,Free Weights,Weight Machines,Pool,Bike Storage,High Speed Internet Access,Wi-Fi,Air Conditioning,Heating,Cable Ready,Tub/Shower,Dishwasher,Kitchen,Microwave,Range,Hardwood Floors,Carpet,Tile Floors,Dining Room,Bay Window,Views,Walk-In Closets,Window Coverings,Accent Walls,Balcony",Studio,41.9025387,-87.6333422,ROOFTOP,"1120 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
589,"1140 LaSalle, Chicago, IL",https://www.apartments.com/1140-lasalle-chicago-il/5rrxb1m/,"$1,050 - 1,200","1,050","1,200",Studio,1140 N Lasalle St,60610,"24-hour security,Basic cable included,$15 Monthly Pet Rent,$150 Fee,30 lb Weight Limit,1 Pet Limit,Pet Interview Required,1 Pet Limit,Pet Interview Required,Built in 1928,Renovated in Jan 1990,250 Units/8 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Concierge,24 Hour Availability,Elevator,Vintage Building,Courtyard,Air Conditioning,Heating,Ceiling Fans,Smoke Free,Cable Ready,Tub/Shower,Kitchen,Microwave,Range,Refrigerator,Hardwood Floors,Den,Walk-In Closets,Window Coverings",Studio,41.9031605,-87.6337465,ROOFTOP,"1140 N LaSalle Dr, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
591,"1100 N Dearborn, Chicago, IL",https://www.apartments.com/1100-n-dearborn-chicago-il/9rtg3d5/,"$1,365 - 1,520","1,365","1,520",Studio,1100 N Dearborn St,60610,"FREE Cable TV and DSL included in the rent.,$250 Fee,2 Pet Limit,Built in 1937,247 Units/20 Stories,Package Service,Laundry Facilities,Controlled Access,Maintenance on site,Property Manager on Site,Doorman,Health Club Discount,Elevator,Storage Space,Vintage Building,Sundeck,Fitness Center,Free Weights,High Speed Internet Access,Air Conditioning,Heating,Ceiling Fans,Smoke Free,Cable Ready,Tub/Shower,Dishwasher,Eat-in Kitchen,Kitchen,Microwave,Oven,Range,Refrigerator,Hardwood Floors,Dining Room,Walk-In Closets,Window Coverings",Studio,41.9020565,-87.6301953,ROOFTOP,"1100 N Dearborn St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
616,"Dearborn Plaza, Chicago, IL",https://www.apartments.com/dearborn-plaza-chicago-il/268grq9/,"$995 - 1,195",995,"1,195",Studio,1030 N Dearborn St,60610,"24 hour emergency maintenance,A/C available,Beautiful, shiny, brand-new parquet floors,Bicycle storage room,Ceiling fams,Community book exchange in laundry room,Custom paint colors available,Elevator &amp; freight elevator,Energy efficient windows,Fitness equipment,Five minutes from Chicago&#39;s famous Oak Street Beach,Five minutes from convenience stores,Five minutes from restaurants,Free cooking gas (when applicable),Free heat,Free water,High speed internet available,Key FOBs for access building,Laundry room - open 24 hours,Lifecycle,Package recieving,Pay your rent online with rentpayment.com,Professional management with office on-site,Solid oak kitchenettes with all new appliance, including a microwave,Stairmaster,Sundeck with panoramic views of Chicago&#39;s skyline,1 Pet Limit,Built in 1932,216 Units/15 Stories,Package Service,Maintenance on site,Property Manager on Site,Pet Care,Elevator,Storage Space,Vintage Building,Sundeck,Air Conditioning,Heating,Ceiling Fans,Cable Ready,Tub/Shower,Microwave,Range,Hardwood Floors",Studio,41.9015573,-87.6303596,ROOFTOP,"1030 N Dearborn St, Chicago, IL 60610, USA",17031081000,17031081000,Census Tract 810,No
